Dragonflight (Dragonriders of Pern, #1),125,7
The Maze Runner (The Maze Runner, #1),160,7
City of Ashes (The Mortal Instruments, #2),118,4
Magician: Apprentice (The Riftwar Saga, #1),125,8
Dark Lover (Black Dagger Brotherhood, #1),1001,1
Alanna: The First Adventure (Song of the Lioness, #1),120,8
A Canticle for Leibowitz (St. Leibowitz, #1),125,7
Old Man's War (Old Man's War, #1),192,9
The Princess Bride,71,8
Neuromancer (Sprawl, #1),171,10
Nine Princes in Amber (The Chronicles of Amber #1),144,10
Magic Bites (Kate Daniels, #1),71,7
Kushiel's Dart (Phèdre's Trilogy, #1),231,7
The High King (The Chronicles of Prydain #5),234,9
Pyramids (Discworld, #7),39,10
Ship of Magic (Liveship Traders, #1),289,8
City of Lost Souls (The Mortal Instruments, #5),368,7
Lover Awakened (Black Dagger Brotherhood, #3),193,8
The Host (The Host, #1),180,10
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),44,8
Rendezvous with Rama (Rama, #1),158,10
Leviathan Wakes (The Expanse, #1),126,8
Throne of Glass (Throne of Glass, #1),49,9
Angelfall (Penryn & the End of Days, #1),193,5
The Fifth Season (The Broken Earth, #1),71,10
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,127,8
The Dispossessed (Hainish Cycle #6),271,10
adventures of wallanders,371,9
The Once and Future King (The Once and Future King, #1-4),250,10
The Foundation Trilogy (Foundation, #1-3),333,10
The Octunnumi Fosbit Files Prologue,147,10
Snow Crash,175,9
Written in Red (The Others, #1),1000,1
The Ship Who Sang (Brainship, #1),49,6
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),127,10
A Face Like Glass,49,10
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,137,4
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),156,9
The Hobbit or There and Back Again,126,10
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),99,8
The Hunger Games (The Hunger Games, #1),280,9
The Lord of the Rings (The Lord of the Rings, #1-3),111,10
Alice in Wonderland,135,10
Dune (Dune Chronicles, #1),319,8
The Final Empire (Mistborn, #1),127,10
The Lightning Thief (Percy Jackson and the Olympians, #1),147,9
2085,138,10
A Clash of Kings  (A Song of Ice and Fire, #2),118,10
The Golden Compass (His Dark Materials, #1),111,10
The Handmaid's Tale,293,8
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),346,10
The Little Prince,368,9
The Chronicles of Narnia (Chronicles of Narnia, #1-7),97,7
Archibald Finch and the Lost Witches (Book 1, illustrated),123,10
The Giver (The Giver, #1),125,8
The Way of Kings (The Stormlight Archive, #1),97,8
The Wonderful Wizard of Oz (Oz, #1),45,9
Ready Player One,344,10
Fahrenheit 552,229,6
Neverwhere (London Below, #1),122,10
Alice's Adventures in Wonderland & Through the Looking-Glass,282,10
A Wrinkle in Time (Time Quintet, #1),71,8
The Name of the Wind (The Kingkiller Chronicle, #1),176,9
Divergent (Divergent, #1),165,10
Harry Potter and the Order of the Phoenix (Harry Potter, #5),250,10
City of Bones (The Mortal Instruments, #1),135,6
Ender's Game (Ender's Saga, #1),126,6
Six of Crows (Six of Crows, #1),140,10
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),216,8
Shadow and Bone (The Shadow and Bone Trilogy, #1),276,9
Gulliver's Travels,174,10
American Gods (American Gods #1),231,8
The Gunslinger (The Dark Tower, #1),127,7
The Colour of Magic (Discworld, #1),235,10
A Darker Shade of Magic (Shades of Magic, #1),24,10
The Night Circus,13,9
Cinder (The Lunar Chronicles, #1),172,9
Lord of the Flies,142,10
Watership Down (Watership Down, #1),127,10
Brave New World,137,8
A Game of Villains (World of Karik, #1),141,10
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),160,9
Graceling (Graceling Realm, #1),138,7
Howl's Moving Castle (Howl's Moving Castle, #1),330,8
Inkheart (Inkworld, #1),191,10
The Phantom Tollbooth,163,8
The Neverending Story,323,10
The BFG,13,8
Twilight (Twilight, #1),49,10
The Left Hand of Darkness (Hainish Cycle #4),24,9
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),312,10
A Wizard of Earthsea (Earthsea Cycle, #1),231,6
Eragon (The Inheritance Cycle, #1),161,10
The Lies of Locke Lamora (Gentleman Bastard, #1),49,8
Stardust,173,10
Sabriel,10,9
Do Androids Dream of Electric Sheep? (Blade Runner, #1),71,7
Harry Potter and the Chamber of Secrets (Harry Potter, #2),112,8
Redwall (Redwall, #1),126,9
Jonathan Strange & Mr Norrell,182,8
Dragonflight (Dragonriders of Pern, #1),126,10
The Maze Runner (The Maze Runner, #1),225,10
City of Ashes (The Mortal Instruments, #2),49,9
Magician: Apprentice (The Riftwar Saga, #1),189,9
Dark Lover (Black Dagger Brotherhood, #1),71,8
Alanna: The First Adventure (Song of the Lioness, #1),184,10
A Canticle for Leibowitz (St. Leibowitz, #1),247,10
Old Man's War (Old Man's War, #1),118,7
The Princess Bride,112,7
Neuromancer (Sprawl, #1),134,10
Nine Princes in Amber (The Chronicles of Amber #1),126,9
Magic Bites (Kate Daniels, #1),137,9
Kushiel's Dart (Phèdre's Trilogy, #1),129,10
The High King (The Chronicles of Prydain #5),39,4
Pyramids (Discworld, #7),221,10
Ship of Magic (Liveship Traders, #1),161,10
City of Lost Souls (The Mortal Instruments, #5),413,9
Lover Awakened (Black Dagger Brotherhood, #3),160,10
The Host (The Host, #1),229,10
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),71,9
Rendezvous with Rama (Rama, #1),234,10
Leviathan Wakes (The Expanse, #1),122,10
Throne of Glass (Throne of Glass, #1),231,8
Angelfall (Penryn & the End of Days, #1),258,10
The Fifth Season (The Broken Earth, #1),142,10
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,123,10
The Dispossessed (Hainish Cycle #6),234,10
adventures of wallanders,213,9
The Once and Future King (The Once and Future King, #1-4),182,10
The Foundation Trilogy (Foundation, #1-3),12,10
The Octunnumi Fosbit Files Prologue,142,10
Snow Crash,107,8
Written in Red (The Others, #1),174,10
The Ship Who Sang (Brainship, #1),129,6
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),161,9
A Face Like Glass,39,7
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,161,10
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),125,7
The Hobbit or There and Back Again,111,8
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),161,9
The Hunger Games (The Hunger Games, #1),307,9
The Lord of the Rings (The Lord of the Rings, #1-3),231,9
Alice in Wonderland,231,10
Dune (Dune Chronicles, #1),144,10
The Final Empire (Mistborn, #1),126,8
The Lightning Thief (Percy Jackson and the Olympians, #1),289,10
2086,276,8
A Clash of Kings  (A Song of Ice and Fire, #2),177,10
The Golden Compass (His Dark Materials, #1),328,5
The Handmaid's Tale,30,8
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),71,8
The Little Prince,333,10
The Chronicles of Narnia (Chronicles of Narnia, #1-7),300,10
Archibald Finch and the Lost Witches (Book 1, illustrated),243,10
The Giver (The Giver, #1),330,6
The Way of Kings (The Stormlight Archive, #1),129,8
The Wonderful Wizard of Oz (Oz, #1),174,10
Ready Player One,213,10
Fahrenheit 553,141,9
Neverwhere (London Below, #1),134,8
Alice's Adventures in Wonderland & Through the Looking-Glass,221,9
A Wrinkle in Time (Time Quintet, #1),39,10
The Name of the Wind (The Kingkiller Chronicle, #1),234,10
Divergent (Divergent, #1),49,6
Harry Potter and the Order of the Phoenix (Harry Potter, #5),6,10
City of Bones (The Mortal Instruments, #1),1000,1
Ender's Game (Ender's Saga, #1),13,10
Six of Crows (Six of Crows, #1),126,10
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),182,10
Shadow and Bone (The Shadow and Bone Trilogy, #1),210,10
Gulliver's Travels,322,9
American Gods (American Gods #1),231,10
The Gunslinger (The Dark Tower, #1),127,9
The Colour of Magic (Discworld, #1),208,5
A Darker Shade of Magic (Shades of Magic, #1),185,9
The Night Circus,299,10
Cinder (The Lunar Chronicles, #1),49,8
Lord of the Flies,120,8
Watership Down (Watership Down, #1),10,7
Brave New World,123,9
A Game of Villains (World of Karik, #1),49,10
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),32,10
Graceling (Graceling Realm, #1),48,10
Howl's Moving Castle (Howl's Moving Castle, #1),301,7
Inkheart (Inkworld, #1),425,10
The Phantom Tollbooth,177,9
The Neverending Story,371,10
The BFG,118,9
Twilight (Twilight, #1),123,9
The Left Hand of Darkness (Hainish Cycle #4),126,10
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),234,10
A Wizard of Earthsea (Earthsea Cycle, #1),97,9
Eragon (The Inheritance Cycle, #1),215,9
The Lies of Locke Lamora (Gentleman Bastard, #1),231,8
Stardust,118,9
Sabriel,174,7
Do Androids Dream of Electric Sheep? (Blade Runner, #1),165,10
Harry Potter and the Chamber of Secrets (Harry Potter, #2),234,9
Redwall (Redwall, #1),129,8
Jonathan Strange & Mr Norrell,278,7
Dragonflight (Dragonriders of Pern, #1),134,9
The Maze Runner (The Maze Runner, #1),338,8
City of Ashes (The Mortal Instruments, #2),127,10
Magician: Apprentice (The Riftwar Saga, #1),285,9
Dark Lover (Black Dagger Brotherhood, #1),147,10
Alanna: The First Adventure (Song of the Lioness, #1),1000,1
A Canticle for Leibowitz (St. Leibowitz, #1),177,8
Old Man's War (Old Man's War, #1),126,8
The Princess Bride,284,9
Neuromancer (Sprawl, #1),289,9
Nine Princes in Amber (The Chronicles of Amber #1),160,7
Magic Bites (Kate Daniels, #1),49,10
Kushiel's Dart (Phèdre's Trilogy, #1),49,10
The High King (The Chronicles of Prydain #5),188,10
Pyramids (Discworld, #7),49,8
Ship of Magic (Liveship Traders, #1),293,10
City of Lost Souls (The Mortal Instruments, #5),125,7
Lover Awakened (Black Dagger Brotherhood, #3),263,7
The Host (The Host, #1),133,8
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),1001,1
Rendezvous with Rama (Rama, #1),140,10
Leviathan Wakes (The Expanse, #1),134,8
Throne of Glass (Throne of Glass, #1),276,8
Angelfall (Penryn & the End of Days, #1),231,8
The Fifth Season (The Broken Earth, #1),1001,0
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,333,10
The Dispossessed (Hainish Cycle #6),217,9
adventures of wallanders,201,7
The Once and Future King (The Once and Future King, #1-4),328,8
The Foundation Trilogy (Foundation, #1-3),191,10
The Octunnumi Fosbit Files Prologue,1000,1
Snow Crash,141,10
Written in Red (The Others, #1),126,10
The Ship Who Sang (Brainship, #1),208,9
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),38,8
A Face Like Glass,32,10
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,247,9
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),335,10
The Hobbit or There and Back Again,106,9
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),363,9
The Hunger Games (The Hunger Games, #1),277,9
The Lord of the Rings (The Lord of the Rings, #1-3),193,9
Alice in Wonderland,283,10
Dune (Dune Chronicles, #1),256,9
The Final Empire (Mistborn, #1),195,10
The Lightning Thief (Percy Jackson and the Olympians, #1),225,7
2087,161,10
A Clash of Kings  (A Song of Ice and Fire, #2),174,10
The Golden Compass (His Dark Materials, #1),330,10
The Handmaid's Tale,229,8
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),134,8
The Little Prince,129,7
The Chronicles of Narnia (Chronicles of Narnia, #1-7),161,10
Archibald Finch and the Lost Witches (Book 1, illustrated),127,7
The Giver (The Giver, #1),161,7
The Way of Kings (The Stormlight Archive, #1),125,8
The Wonderful Wizard of Oz (Oz, #1),32,7
Ready Player One,141,10
Fahrenheit 554,356,8
Neverwhere (London Below, #1),193,10
Alice's Adventures in Wonderland & Through the Looking-Glass,120,8
A Wrinkle in Time (Time Quintet, #1),161,9
The Name of the Wind (The Kingkiller Chronicle, #1),298,9
Divergent (Divergent, #1),44,9
Harry Potter and the Order of the Phoenix (Harry Potter, #5),137,10
City of Bones (The Mortal Instruments, #1),71,10
Ender's Game (Ender's Saga, #1),280,9
Six of Crows (Six of Crows, #1),234,10
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),49,8
Shadow and Bone (The Shadow and Bone Trilogy, #1),126,10
Gulliver's Travels,141,10
American Gods (American Gods #1),118,2
The Gunslinger (The Dark Tower, #1),288,10
The Colour of Magic (Discworld, #1),289,10
A Darker Shade of Magic (Shades of Magic, #1),212,9
The Night Circus,302,7
Cinder (The Lunar Chronicles, #1),168,8
Lord of the Flies,105,7
Watership Down (Watership Down, #1),126,8
Brave New World,252,10
A Game of Villains (World of Karik, #1),118,10
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),210,10
Graceling (Graceling Realm, #1),44,9
Howl's Moving Castle (Howl's Moving Castle, #1),142,8
Inkheart (Inkworld, #1),147,9
The Phantom Tollbooth,186,10
The Neverending Story,174,10
The BFG,141,10
Twilight (Twilight, #1),1000,0
The Left Hand of Darkness (Hainish Cycle #4),360,10
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),49,10
A Wizard of Earthsea (Earthsea Cycle, #1),323,9
Eragon (The Inheritance Cycle, #1),49,8
The Lies of Locke Lamora (Gentleman Bastard, #1),160,10
Stardust,178,10
Sabriel,234,9
Do Androids Dream of Electric Sheep? (Blade Runner, #1),125,10
Harry Potter and the Chamber of Secrets (Harry Potter, #2),174,10
Redwall (Redwall, #1),6,8
Jonathan Strange & Mr Norrell,177,10
Dragonflight (Dragonriders of Pern, #1),180,9
The Maze Runner (The Maze Runner, #1),123,9
City of Ashes (The Mortal Instruments, #2),39,5
Magician: Apprentice (The Riftwar Saga, #1),306,8
Dark Lover (Black Dagger Brotherhood, #1),127,8
Alanna: The First Adventure (Song of the Lioness, #1),10,10
A Canticle for Leibowitz (St. Leibowitz, #1),174,9
Old Man's War (Old Man's War, #1),126,10
The Princess Bride,319,6
Neuromancer (Sprawl, #1),174,10
Nine Princes in Amber (The Chronicles of Amber #1),147,10
Magic Bites (Kate Daniels, #1),1000,1
Kushiel's Dart (Phèdre's Trilogy, #1),39,5
The High King (The Chronicles of Prydain #5),276,9
Pyramids (Discworld, #7),71,10
Ship of Magic (Liveship Traders, #1),295,9
City of Lost Souls (The Mortal Instruments, #5),161,9
Lover Awakened (Black Dagger Brotherhood, #3),6,8
The Host (The Host, #1),97,8
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),247,8
Rendezvous with Rama (Rama, #1),174,8
Leviathan Wakes (The Expanse, #1),46,0
Throne of Glass (Throne of Glass, #1),138,10
Angelfall (Penryn & the End of Days, #1),49,6
The Fifth Season (The Broken Earth, #1),160,10
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,134,10
The Dispossessed (Hainish Cycle #6),137,10
adventures of wallanders,323,10
The Once and Future King (The Once and Future King, #1-4),247,10
The Foundation Trilogy (Foundation, #1-3),49,10
The Octunnumi Fosbit Files Prologue,282,8
Snow Crash,141,10
Written in Red (The Others, #1),123,10
The Ship Who Sang (Brainship, #1),32,8
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),164,2
A Face Like Glass,24,9
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,234,8
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),126,10
The Hobbit or There and Back Again,234,7
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),1001,1
The Hunger Games (The Hunger Games, #1),99,10
The Lord of the Rings (The Lord of the Rings, #1-3),346,10
Alice in Wonderland,156,10
Dune (Dune Chronicles, #1),401,10
The Final Empire (Mistborn, #1),10,10
The Lightning Thief (Percy Jackson and the Olympians, #1),275,10
2088,257,9
A Clash of Kings  (A Song of Ice and Fire, #2),138,9
The Golden Compass (His Dark Materials, #1),44,6
The Handmaid's Tale,273,10
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),49,7
The Little Prince,224,8
The Chronicles of Narnia (Chronicles of Narnia, #1-7),191,9
Archibald Finch and the Lost Witches (Book 1, illustrated),401,7
The Giver (The Giver, #1),193,10
The Way of Kings (The Stormlight Archive, #1),49,8
The Wonderful Wizard of Oz (Oz, #1),220,10
Ready Player One,49,10
Fahrenheit 555,158,8
Neverwhere (London Below, #1),127,9
Alice's Adventures in Wonderland & Through the Looking-Glass,142,10
A Wrinkle in Time (Time Quintet, #1),97,10
The Name of the Wind (The Kingkiller Chronicle, #1),185,10
Divergent (Divergent, #1),220,10
Harry Potter and the Order of the Phoenix (Harry Potter, #5),142,10
City of Bones (The Mortal Instruments, #1),118,6
Ender's Game (Ender's Saga, #1),231,10
Six of Crows (Six of Crows, #1),71,10
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),280,8
Shadow and Bone (The Shadow and Bone Trilogy, #1),141,10
Gulliver's Travels,134,10
American Gods (American Gods #1),321,8
The Gunslinger (The Dark Tower, #1),301,8
The Colour of Magic (Discworld, #1),262,10
A Darker Shade of Magic (Shades of Magic, #1),135,10
The Night Circus,276,2
Cinder (The Lunar Chronicles, #1),183,10
Lord of the Flies,234,9
Watership Down (Watership Down, #1),229,10
Brave New World,412,10
A Game of Villains (World of Karik, #1),94,6
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),126,8
Graceling (Graceling Realm, #1),257,9
Howl's Moving Castle (Howl's Moving Castle, #1),161,8
Inkheart (Inkworld, #1),71,9
The Phantom Tollbooth,322,10
The Neverending Story,323,10
The BFG,277,10
Twilight (Twilight, #1),129,10
The Left Hand of Darkness (Hainish Cycle #4),289,10
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),299,10
A Wizard of Earthsea (Earthsea Cycle, #1),111,10
Eragon (The Inheritance Cycle, #1),253,10
The Lies of Locke Lamora (Gentleman Bastard, #1),129,10
Stardust,326,6
Sabriel,215,10
Do Androids Dream of Electric Sheep? (Blade Runner, #1),161,6
Harry Potter and the Chamber of Secrets (Harry Potter, #2),127,8
Redwall (Redwall, #1),126,8
Jonathan Strange & Mr Norrell,302,10
Dragonflight (Dragonriders of Pern, #1),49,8
The Maze Runner (The Maze Runner, #1),45,6
City of Ashes (The Mortal Instruments, #2),174,6
Magician: Apprentice (The Riftwar Saga, #1),138,9
Dark Lover (Black Dagger Brotherhood, #1),127,6
Alanna: The First Adventure (Song of the Lioness, #1),338,7
A Canticle for Leibowitz (St. Leibowitz, #1),284,8
Old Man's War (Old Man's War, #1),324,9
The Princess Bride,196,10
Neuromancer (Sprawl, #1),1001,1
Nine Princes in Amber (The Chronicles of Amber #1),161,10
Magic Bites (Kate Daniels, #1),127,8
Kushiel's Dart (Phèdre's Trilogy, #1),174,10
The High King (The Chronicles of Prydain #5),14,10
Pyramids (Discworld, #7),185,10
Ship of Magic (Liveship Traders, #1),234,9
City of Lost Souls (The Mortal Instruments, #5),49,10
Lover Awakened (Black Dagger Brotherhood, #3),253,0
The Host (The Host, #1),124,10
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),177,8
Rendezvous with Rama (Rama, #1),346,10
Leviathan Wakes (The Expanse, #1),262,10
Throne of Glass (Throne of Glass, #1),286,5
Angelfall (Penryn & the End of Days, #1),250,10
The Fifth Season (The Broken Earth, #1),301,10
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,134,8
The Dispossessed (Hainish Cycle #6),280,10
adventures of wallanders,49,9
The Once and Future King (The Once and Future King, #1-4),125,4
The Foundation Trilogy (Foundation, #1-3),129,6
The Octunnumi Fosbit Files Prologue,147,10
Snow Crash,161,9
Written in Red (The Others, #1),122,10
The Ship Who Sang (Brainship, #1),382,9
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),174,10
A Face Like Glass,71,10
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,275,8
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),138,9
The Hobbit or There and Back Again,262,9
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),286,8
The Hunger Games (The Hunger Games, #1),182,10
The Lord of the Rings (The Lord of the Rings, #1-3),118,8
Alice in Wonderland,49,9
Dune (Dune Chronicles, #1),174,10
The Final Empire (Mistborn, #1),276,10
The Lightning Thief (Percy Jackson and the Olympians, #1),44,5
2089,126,8
A Clash of Kings  (A Song of Ice and Fire, #2),191,9
The Golden Compass (His Dark Materials, #1),1000,0
The Handmaid's Tale,24,10
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),112,10
The Little Prince,71,10
The Chronicles of Narnia (Chronicles of Narnia, #1-7),32,8
Archibald Finch and the Lost Witches (Book 1, illustrated),186,9
The Giver (The Giver, #1),49,10
The Way of Kings (The Stormlight Archive, #1),225,10
The Wonderful Wizard of Oz (Oz, #1),138,10
Ready Player One,321,6
Fahrenheit 556,1001,0
Neverwhere (London Below, #1),10,8
Alice's Adventures in Wonderland & Through the Looking-Glass,242,10
A Wrinkle in Time (Time Quintet, #1),336,7
The Name of the Wind (The Kingkiller Chronicle, #1),97,8
Divergent (Divergent, #1),38,8
Harry Potter and the Order of the Phoenix (Harry Potter, #5),49,10
City of Bones (The Mortal Instruments, #1),71,10
Ender's Game (Ender's Saga, #1),231,9
Six of Crows (Six of Crows, #1),164,8
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),127,10
Shadow and Bone (The Shadow and Bone Trilogy, #1),32,10
Gulliver's Travels,48,0
American Gods (American Gods #1),129,10
The Gunslinger (The Dark Tower, #1),1001,1
The Colour of Magic (Discworld, #1),138,10
A Darker Shade of Magic (Shades of Magic, #1),328,10
The Night Circus,336,2
Cinder (The Lunar Chronicles, #1),126,9
Lord of the Flies,234,9
Watership Down (Watership Down, #1),118,10
Brave New World,280,9
A Game of Villains (World of Karik, #1),219,8
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),10,10
Graceling (Graceling Realm, #1),354,9
Howl's Moving Castle (Howl's Moving Castle, #1),111,10
Inkheart (Inkworld, #1),1001,1
The Phantom Tollbooth,39,10
The Neverending Story,1000,1
The BFG,284,9
Twilight (Twilight, #1),286,9
The Left Hand of Darkness (Hainish Cycle #4),184,10
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),161,7
A Wizard of Earthsea (Earthsea Cycle, #1),319,8
Eragon (The Inheritance Cycle, #1),173,8
The Lies of Locke Lamora (Gentleman Bastard, #1),234,5
Stardust,126,6
Sabriel,176,9
Do Androids Dream of Electric Sheep? (Blade Runner, #1),229,9
Harry Potter and the Chamber of Secrets (Harry Potter, #2),127,8
Redwall (Redwall, #1),184,7
Jonathan Strange & Mr Norrell,175,9
Dragonflight (Dragonriders of Pern, #1),269,8
The Maze Runner (The Maze Runner, #1),280,8
City of Ashes (The Mortal Instruments, #2),39,10
Magician: Apprentice (The Riftwar Saga, #1),12,7
Dark Lover (Black Dagger Brotherhood, #1),300,6
Alanna: The First Adventure (Song of the Lioness, #1),112,10
A Canticle for Leibowitz (St. Leibowitz, #1),306,10
Old Man's War (Old Man's War, #1),45,7
The Princess Bride,126,9
Neuromancer (Sprawl, #1),167,10
Nine Princes in Amber (The Chronicles of Amber #1),316,10
Magic Bites (Kate Daniels, #1),161,8
Kushiel's Dart (Phèdre's Trilogy, #1),286,6
The High King (The Chronicles of Prydain #5),182,10
Pyramids (Discworld, #7),189,0
Ship of Magic (Liveship Traders, #1),120,9
City of Lost Souls (The Mortal Instruments, #5),371,9
Lover Awakened (Black Dagger Brotherhood, #3),97,10
The Host (The Host, #1),48,10
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),234,8
Rendezvous with Rama (Rama, #1),165,10
Leviathan Wakes (The Expanse, #1),174,10
Throne of Glass (Throne of Glass, #1),97,10
Angelfall (Penryn & the End of Days, #1),122,9
The Fifth Season (The Broken Earth, #1),269,10
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,97,10
The Dispossessed (Hainish Cycle #6),71,10
adventures of wallanders,141,10
The Once and Future King (The Once and Future King, #1-4),286,7
The Foundation Trilogy (Foundation, #1-3),165,5
The Octunnumi Fosbit Files Prologue,32,7
Snow Crash,44,10
Written in Red (The Others, #1),29,9
The Ship Who Sang (Brainship, #1),274,10
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),227,7
A Face Like Glass,161,8
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,193,9
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),117,8
The Hobbit or There and Back Again,219,8
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),127,8
The Hunger Games (The Hunger Games, #1),49,10
The Lord of the Rings (The Lord of the Rings, #1-3),120,10
Alice in Wonderland,137,8
Dune (Dune Chronicles, #1),71,7
The Final Empire (Mistborn, #1),1000,1
The Lightning Thief (Percy Jackson and the Olympians, #1),163,10
2090,174,10
A Clash of Kings  (A Song of Ice and Fire, #2),299,9
The Golden Compass (His Dark Materials, #1),177,10
The Handmaid's Tale,174,10
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),15,8
The Little Prince,408,9
The Chronicles of Narnia (Chronicles of Narnia, #1-7),319,8
Archibald Finch and the Lost Witches (Book 1, illustrated),13,8
The Giver (The Giver, #1),24,8
The Way of Kings (The Stormlight Archive, #1),177,10
The Wonderful Wizard of Oz (Oz, #1),71,7
Ready Player One,234,8
Fahrenheit 557,312,10
Neverwhere (London Below, #1),208,7
Alice's Adventures in Wonderland & Through the Looking-Glass,191,9
A Wrinkle in Time (Time Quintet, #1),176,9
The Name of the Wind (The Kingkiller Chronicle, #1),112,10
Divergent (Divergent, #1),129,7
Harry Potter and the Order of the Phoenix (Harry Potter, #5),227,8
City of Bones (The Mortal Instruments, #1),1000,0
Ender's Game (Ender's Saga, #1),198,9
Six of Crows (Six of Crows, #1),49,8
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),277,7
Shadow and Bone (The Shadow and Bone Trilogy, #1),48,9
Gulliver's Travels,32,8
American Gods (American Gods #1),219,9
The Gunslinger (The Dark Tower, #1),127,10
The Colour of Magic (Discworld, #1),10,10
A Darker Shade of Magic (Shades of Magic, #1),272,10
The Night Circus,137,10
Cinder (The Lunar Chronicles, #1),24,10
Lord of the Flies,24,9
Watership Down (Watership Down, #1),161,9
Brave New World,127,10
A Game of Villains (World of Karik, #1),248,10
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),214,9
Graceling (Graceling Realm, #1),141,10
Howl's Moving Castle (Howl's Moving Castle, #1),144,9
Inkheart (Inkworld, #1),127,10
The Phantom Tollbooth,49,9
The Neverending Story,71,10
The BFG,387,2
Twilight (Twilight, #1),12,7
The Left Hand of Darkness (Hainish Cycle #4),137,10
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),39,10
A Wizard of Earthsea (Earthsea Cycle, #1),134,10
Eragon (The Inheritance Cycle, #1),45,10
The Lies of Locke Lamora (Gentleman Bastard, #1),225,10
Stardust,336,9
Sabriel,167,9
Do Androids Dream of Electric Sheep? (Blade Runner, #1),191,9
Harry Potter and the Chamber of Secrets (Harry Potter, #2),1000,1
Redwall (Redwall, #1),137,10
Jonathan Strange & Mr Norrell,24,10
Dragonflight (Dragonriders of Pern, #1),71,8
The Maze Runner (The Maze Runner, #1),1001,1
City of Ashes (The Mortal Instruments, #2),39,9
Magician: Apprentice (The Riftwar Saga, #1),230,10
Dark Lover (Black Dagger Brotherhood, #1),39,10
